id,image_url,principalOrFirstMaker,title,longTitle,width,height
en-RP-P-1910-2318,http://lh5.ggpht.com/ZjTkepcEnj352jXZR-_PwTrvnokVyJSRtGTTm4hKWHwu6imf24iiNTeNomnRn3iLhOyBfFNfT78P1QJasdAi5MCKKWI=s0,Bernard Picart,Portret van Lodewijk XIV;; koning van Frankrijk,Portret van Lodewijk XIV;; koning van Frankrijk;; Bernard Picart;; 1728,1677,2500
en-RP-P-1905-1211A,http://lh5.ggpht.com/KwOLxCWw7GeavUpGGAM7i3FiL94_d2X9kFNm42zJqrVvUUzraSjS3_CTiwdfxEnW9Ql7cIbzfShHEeKX8zpvg9fVc7w=s0,Bernard Picart,Portret van Lodewijk I;; prins van Asturi,Portret van Lodewijk I;; prins van Asturi;; Bernard Picart;; 1720,1741,2500
en-RP-P-OB-51.038,http://lh5.ggpht.com/GQnpxnTKvSwUnZ6ghy3m2K36DTs6uiw7-K99gOl5kaJ9XIioqrOOKF6f6dr3BFMHc_afBAMgtTbQD3XQrtmyS0Kqdw=s0,Bernard Picart,Medaillon met het portret van Etienne Picart,Medaillon met het portret van Etienne Picart;; Bernard Picart;; 1730,1894,2500
en-RP-P-OB-51.040,http://lh3.ggpht.com/qyc5nKRv8zyy4PO31WiP3jocyLMJ5tK9be2CRue7kjbtpCFegpvL3jByznsDOXhyFAIk1BqykaTjDJ3VAMnJYXsh0A=s0,Bernard Picart,Portret van Roger de Piles,Portret van Roger de Piles;; Bernard Picart;; 1704,1806,2500
en-RP-P-OB-51.045,http://lh5.ggpht.com/9RgbBENqUXgzFbh8q-RV6HqFJbGRYoXPOXJAA6aK6Drpodq7wk8RvjTLfKth8e1jOZjLfvpYnZaZmKFvKwWMqLSm64k=s0,Bernard Picart,Portret van de schilder Gerard Wigmana,Portret van de schilder Gerard Wigmana;; Bernard Picart;; 1727,1764,2500
en-RP-P-1910-4427,http://lh6.ggpht.com/ff_NzHpgNe6wpLmCnEd208kGlze61j_RQso_FaSws-0sjEoJy8J2oGhTvL-7HVbCP1dDHtXCxvU5xCCRXeMDg5muD5Q=s0,Bernard Picart,Portret van kardinaal Jules Mazarin;; bisschop van Metz,Portret van kardinaal Jules Mazarin;; bisschop van Metz;; Bernard Picart;; 1729,1674,2500
en-BK-NM-12896,http://lh3.ggpht.com/Fu4SyaiuEhK85cJMZU2JPxWv9LxQAl69ZkhaD_z4bMwhbPV8ZGyWpwD38TaF5CGfFLy1y7N7vIOS7bDBZTPpA49XHz4R=s0,Bernard Picart,Ring met zelfportret,Ring met zelfportret;; Bernard Picart;; c. 1725,2500,1776
en-RP-P-1906-2822,http://lh6.ggpht.com/LWVLjycyqyCkSKIKcvlat-z949_KVuCu0ItlB7grlk8k_sXozFhIJauPKNTl1o1yiqR99-O0sq2B1Jw7vsqT4Ix3i9U=s0,Bernard Picart,De Danaden,De Danaden;; Bernard Picart;; 1730,1811,2500
en-RP-P-1906-2808,http://lh6.ggpht.com/rREjzMEgxc_C58lExjPBpLmpscqsoeiihFPACTvihCIbVZkL9loV7C_d79lfxAahvLg2ZBeiet67DhQcEgo3WMgEQA=s0,Bernard Picart,Tempel van Minerva te Troje,Tempel van Minerva te Troje;; Bernard Picart (workshop of);; 1733,1823,2500
en-RP-P-OB-51.292,http://lh6.ggpht.com/7vKgclsLSwnZEIImGaiLvgTDQVdVSG7PsuYrD78pmSRk_SUHS77TnLB1-dkcjjsKbkqFoF4g0TMsQNjzDnHWJ3K_nx4=s0,Bernard Picart,Leda en de zwaan,Leda en de zwaan;; Bernard Picart;; 1693,1894,2500
en-RP-P-OB-51.297,http://lh4.ggpht.com/ziKXsglAFMsNRgVXJJpXA4WGH9ZCuEfoF3mDSQEY0qaY9UWiVbVGnuFsExEScAOYCoajN1NIFFd30hVLS24eRG5uUzs=s0,Bernard Picart,Standbeeld met de roof van Proserpina,Standbeeld met de roof van Proserpina;; Bernard Picart;; 1699 - 1733,1534,2500
en-RP-P-OB-51.305,http://lh4.ggpht.com/Ty5jHVL-107tMRzox8PU3m9fHJyYb7Xgk2iZXnmgdul_C-lKKOA5h9bdIzsTpojSa76UgvwmV3yLttE9unsU55p-4bdB=s0,Bernard Picart,Hector zegt Andromache vaarwel,Hector zegt Andromache vaarwel;; Bernard Picart (workshop of);; 1710,1703,2500
en-RP-P-OB-51.331,http://lh4.ggpht.com/lRpaqMB81xo2qEf13KmlqmhUL1M8NdcR3sQdnS4ztiRbtI-SguI-BE_DigwMnknEUI91zZyFaKKjxU0PyI9KTtnm0dE=s0,Bernard Picart,Allegorie op vergankelijkheid,Allegorie op vergankelijkheid;; Bernard Picart (workshop of);; 1714,1677,2500
en-RP-P-1964-3468,http://lh3.googleusercontent.com/7GAPgM01SRZFzpvRoIbYxkl1NDtWvAjh9rFy37TRO7o5CKjg85t-nJZcnIOCdgcZmFKRbO2HyupKRuTFlMINk3dIwfkX=s0,Bernard Picart,Vignet met drie doodshoofden,Vignet met drie doodshoofden;; Bernard Picart;; 1683 - 1733,2500,964
en-RP-P-1964-3514,http://lh3.googleusercontent.com/lbhI6FFT7yKy_E296_EVv9m2cOgRw-mBSfWdVNm_V2d4AwDJ2hbKnU4x3t1NEWbyWM6lt_kxY0iMigokCRamrqTlzXff=s0,Bernard Picart,Duif keert terug met olijftak,Duif keert terug met olijftak;; Bernard Picart (workshop of);; 1683 - 1733,2500,798
en-RP-P-1964-3526,http://lh3.ggpht.com/1MNDz24gJdhPPuQbV__QLO4GUWKjbFKb5sBidK2TgFSMLDduLKrzjffUhWMUomhOMn6BOita-H5k0soTKTmhxGqbppE=s0,Bernard Picart,Ornament met een mascaron;; guirlandes;; bladranken en schelp,Ornament met een mascaron;; guirlandes;; bladranken en schelp;; Bernard Picart (workshop of);; 1683 - 1733,2500,1560
en-RP-P-1964-3475,http://lh3.ggpht.com/x-f0FUBZ3R52Yjqr7F1D5NWSeFgFawrl0YdQgIrHY0B3TpqlZI2x0uMPbEg6Qm2XJn2zJ0wzJnvWsk4DzoN7IF1l_fkp=s0,Bernard Picart,Vignet met een mascaron;; rolwerk en hybride wezens,Vignet met een mascaron;; rolwerk en hybride wezens;; Bernard Picart (workshop of);; 1683 - 1733,2500,1020
en-RP-P-1964-3502,http://lh5.ggpht.com/SO_AJSiIdWMAKHn5QxhBLB-w0M25y8eW_s43NEOCI8AdakFS60BAFC0P2RwHXbNbbvHcGZorKEUim0SO5yKnQd4fvZE=s0,Bernard Picart,Vrouwgezicht en profil in ornamentele omlijsting,Vrouwgezicht en profil in ornamentele omlijsting;; Bernard Picart (workshop of);; 1683 - 1733,2500,993
en-RP-P-1964-3499,http://lh5.ggpht.com/UAbHYVhVp_BTwSzzbcYmvu0oqa-KMo1acplbgXCle2k9qvJ-nJ8BAvii_oKV5jD78BtznZvDHp6qHO4W6pyoKadN0SI=s0,Bernard Picart,Vaas geflankeerd door vogels met guirlandes in hun bek,Vaas geflankeerd door vogels met guirlandes in hun bek;; Bernard Picart (workshop of);; 1683 - 1733,2500,1116
en-RP-P-1964-3487,http://lh3.ggpht.com/bRN1kqDJkWF7IUEahqhItKoiqvF7SZG7OnFkbeLFly666FC1_IM6B83vzT0LmLkfNsSf9V7RN__ILKbYodcxfmz_pSUy=s0,Bernard Picart,Ornament met een vaas in het midden geflankeerd door sfinxen,Ornament met een vaas in het midden geflankeerd door sfinxen;; Bernard Picart (workshop of);; 1683 - 1733,2500,1169
en-RP-P-1964-3533,http://lh6.ggpht.com/hSWyPWm03-KTKtIcG2ze8j3hSiOlwexv0Tsv87vLHwbUtHJhpyzomBHeNuOywW4piVbwFKI38Sivyj_J7dwkHUcvkw=s0,Bernard Picart,Zevenarmige kandelaar of menora omgeven door bladranken,Zevenarmige kandelaar of menora omgeven door bladranken;; Bernard Picart;; 1683 - 1733,2500,1594
en-RP-P-1964-3521,http://lh4.ggpht.com/JpjVBnbuQtSCOjxpdL_Io-D3n3tk5YMLhl_XXaF75S40me5axJTx6cZE9GjTJl0lr0OyHkC4JjxyDw579TIYXiBXOcA=s0,Bernard Picart,Vier op de bazuin blazende engelen,Vier op de bazuin blazende engelen;; Bernard Picart (workshop of);; c. 1683 - c. 1733,2500,1571
en-RP-P-1921-125,http://lh6.ggpht.com/a0qx-SK9s94UljmU7fuj4LNi5AfYnuv9JvVz1qfnys7-eywSGV38Ja2xAdGx-pfveevhBbjmIipfdm9dNBABg2AIgiU=s0,Bernard Picart,Abraham en Isaak offeren de ram,Abraham en Isaak offeren de ram;; Bernard Picart (workshop of);; 1683 - 1733,2320,2500
en-RP-P-1921-120,http://lh4.ggpht.com/YHPf3XouIy8j8C3_dHANzTv6KHPzhgIrak7dH3AchpdbC7LnAzfMGTOOtyqsFrG3_EPa-uKlkvSaxTBvWewyxw2G_g=s0,Bernard Picart,Jakob en Laban richten een gedenksteen op,Jakob en Laban richten een gedenksteen op;; Bernard Picart (workshop of);; 1683 - 1733,1863,2500
en-RP-P-1921-144,http://lh3.googleusercontent.com/sb1ndn32X-WNVlcklSoD9H9_2Fkpexwwb511GJWcZ5Z2owuQfUQewq7QYMIBoFSROwrwFcwkJXivuiR49n7FACsPFQ=s0,Bernard Picart,Ontmoeting tussen Jakob en Jozef,Ontmoeting tussen Jakob en Jozef;; Bernard Picart (workshop of);; 1683 - 1733,2500,2445
en-SK-A-3584,http://lh3.googleusercontent.com/0bgOiMrBM2GuhW_pNeQW711GuB3kD7Gq7AILGHaJGeWKa1Fu1hUJGpOjvSpiP_XpgRlC4jVmH0Z1233PEPMJTfNRR7Q=s0,George Hendrik Breitner,Girl in a White Kimono,Girl in a White Kimono;; George Hendrik Breitner;; 1894,2535,2622
en-SK-A-3580,http://lh3.googleusercontent.com/Bawo7r1nPZV6sJ4OHZJHdKV_4Ky59vquAR7KoUXcNZgx9fqTaOW-QaOM9qoyYhOTAopzjt9OIfW06RMwa-9eJW9KjQw=s0,George Hendrik Breitner,The Singel Bridge at the Paleisstraat in Amsterdam,The Singel Bridge at the Paleisstraat in Amsterdam;; George Hendrik Breitner;; 1896,2880,1897
en-RP-F-00-565,http://lh5.ggpht.com/Ud7CpR7bp4aV3AeW8RbUxnrg4ETNwSE9cJMT6vFKwvzWBm8Tw5ydFsyc9cHjL9EOFiW__x26EoJPiir5vdnoHaQZaA=s0,George Hendrik Breitner,Het Kolkje and Oudezijds Achterburgwal in Amsterdam,Het Kolkje and Oudezijds Achterburgwal in Amsterdam;; George Hendrik Breitner;; 1894 - 1898,2730,2277
en-SK-A-1328,http://lh3.googleusercontent.com/eyfjWtgsGz7l48QFu3gZ6WN2IV1hfh8EFpu6Fs-BztYLd9efOoyGpLvP9ier3VZmn7Med3PO-ajadOQ7nT8tb1FJxWJm=s0,George Hendrik Breitner,The Yellow Riders,The Yellow Riders;; George Hendrik Breitner;; 1885 - 1886,1672,2500
en-SK-A-3658,http://lh5.ggpht.com/fGzF2nluT7jQfsazTdMHRwfJR6lqw5hWr4ixZeVrEZXtXP8Mg-BQRVsYQur_o5MUg3UNQMP3gS03wh-ct5XtpWF4xg=s0,George Hendrik Breitner,Trampaarden op de Dam te Amsterdam,Trampaarden op de Dam te Amsterdam;; George Hendrik Breitner;; 1893,2916,2075
en-SK-A-3659,http://lh3.googleusercontent.com/ouWJxFN7SL7F1rNmEAsbFmdDs0J2237_UohynKVsDqdtHcnVfpp58eQhKOisGKNyxs0dAdzDetnaUeE6KNrLp5OtcA=s0,George Hendrik Breitner,De Dam te Amsterdam,De Dam te Amsterdam;; George Hendrik Breitner;; 1901,2500,1964
en-SK-A-3547,http://lh4.ggpht.com/UpbHjjHSYsyZrHQxPXjsy18zUE0dWn2OnOjv0QnNPirOjC5EW-jUMRb78G-rYPaCuJkg0zS8Ya_RaGCnbXXIC--IsB0=s0,George Hendrik Breitner,View in the Hague (?),View in the Hague (?);; George Hendrik Breitner;; c. 1880 - c. 1923,2500,1869
en-SK-A-3530,http://lh4.ggpht.com/WcUPm3u2blTJebpnQhzdjBhNERo_OT0xGm7Ng9H3BYeNV55lv1vVejcuhUOJ2W_Pi9v3mnz24OCOOYcDBhFoC936Hw=s0,George Hendrik Breitner,View in the Dunes near Dekkersduin;; The Hague,View in the Dunes near Dekkersduin;; The Hague;; George Hendrik Breitner;; c. 1875 - c. 1885,2500,1362
en-SK-A-3528,http://lh3.ggpht.com/ZDeF03C4wpoqw0Yd6K1pSEMg5SN476pSNhffFwL8obgXJtHsgHLAYkKActG82MpGmO_zva5oQqiOlcvTkfEe77n7inM=s0,George Hendrik Breitner,Neighborhood Street in The Hague or Scheveningen,Neighborhood Street in The Hague or Scheveningen;; George Hendrik Breitner;; c. 1880 - c. 1923,1260,2500
en-SK-A-3061,http://lh3.googleusercontent.com/CNfbg72MLQhYjxa7minvoy2-GZJ6YqBzJp5ehwY0VwsNKgn_OG2bEtUZ42rEulzD95dJRrOt7mT3vq3WjxYYU-y3bw=s0,George Hendrik Breitner,The Wooden Shoes,The Wooden Shoes;; George Hendrik Breitner;; 1884 - 1885,1694,2500
en-SK-A-3523,http://lh3.googleusercontent.com/m17jJIpxwYe-WFewqZGbVFZ7ov5VvqkBN46Dt4C2ZdVKuBSUEYSMWxUEtroOTT6iGSigeWmqySym6BzWEIvq39wwTiM=s0,George Hendrik Breitner,MCJ (Marie) Jordan (1866-1948);; The Artist's Wife,MCJ (Marie) Jordan (1866-1948);; The Artist's Wife;; George Hendrik Breitner;; c. 1888 - c. 1923,1949,2628
en-SK-A-3542,http://lh3.ggpht.com/QMX-5rsZ8S8_fSCCce_vsX650XLnKmuiVRK12ig6vNdjv1KqdHanb-Ijxflc-U3HcIFPXFuNb_boJk-6hujRlcZ4Xn7J=s0,George Hendrik Breitner,The Rokin;; Amsterdam,The Rokin;; Amsterdam;; George Hendrik Breitner;; 1923,2892,2381
en-SK-A-2979,http://lh4.ggpht.com/gKL2-vZhWgtet2dICGv0b0bL0hhgVH1SI8n9nJNAMxQsuILr_QLjzccOWmGqsmdx8OzWhDdmCzQfUU1kRWfh9iAG3g=s0,George Hendrik Breitner,Winter in Amsterdam,Winter in Amsterdam;; George Hendrik Breitner;; c. 1900 - c. 1901,3000,1572
en-SK-A-3559,http://lh4.ggpht.com/ZqY8kFDYkto4rir_bFgA46WXdpgKswtoIvQW4Kvb5vL8mqoBzPNY_8n2S_xjCtK1ItgCEbyh2NT7FqFFE73vRiAwEg=s0,George Hendrik Breitner,Warehouses on the Teertuinen on the Prinseneiland;; Amsterdam,Warehouses on the Teertuinen on the Prinseneiland;; Amsterdam;; George Hendrik Breitner;; 1880 - 1923,2958,2436
en-SK-A-3554,http://lh3.ggpht.com/hE2_HvraP-WOFFinkRKckUomzrHKp3UVf5ZWgsU8Voxn6PRHpl07EDrQYp_16Lcx0w9ZR6xQobpLrtTx54mrvpmtSDDu=s0,George Hendrik Breitner,The Funfair,The Funfair;; George Hendrik Breitner;; 1880 - 1923,2016,2562
en-SK-A-3535,http://lh6.ggpht.com/p-o9P15nZUhrk1Ew1Y1X8bwOAB63MyreScKY9SDVnLCS8b1gU46Ew-tMQvmuesaCoNrzcyOnv9z7F1O3tqEWpNGEA74=s0,George Hendrik Breitner,View in the Woods,View in the Woods;; George Hendrik Breitner;; c. 1880 - c. 1923,1484,2500
en-SK-A-3585,http://lh3.googleusercontent.com/CPXdLjIJZIU7BZfPJhctJcPCwUmbuw3xcDt--eEz2Y0ZNGsD_s-f2VAodcRDyhQlas_mF-Fhq5Rpe9-UnhCtv1wch_9z=s0,George Hendrik Breitner,Ships in the Ice,Ships in the Ice;; George Hendrik Breitner;; 1901,2500,1735
en-SK-A-3561,http://lh5.ggpht.com/92wR-_taAuSpaMthKoAXfi-raQ9bPk-tEMVjg4IC2sWo1jRSu3-yqrptMYevBmQ7MUFqT6gQ3DgmekNGA46wTGbKmFMs=s0,George Hendrik Breitner,The Edge of a City,The Edge of a City;; George Hendrik Breitner;; 1880 - 1923,2500,1644
en-RP-T-1948-624,http://lh3.ggpht.com/t3oyajuYg9HZ-eW6fLcwU1VPz5Z_jRsqJR_Hh9X55f2xYpnfwo8uZYF00GjatJPqITnqM5jiWhkmKdlkbIqlnwc_HG0=s0,George Hendrik Breitner,Zelfportret van George Hendrik Breitner,Zelfportret van George Hendrik Breitner;; George Hendrik Breitner;; 1880 - 1923,1642,2500
en-RP-F-00-584,http://lh3.ggpht.com/rmOMXiF1STaNhrf4UY-v30V-euGQelNxjeAH-yndoT8ziL9b5RjZhtBgBMEnI6LysB5AdqBPSVTlEWyhfrqr9p6vgSs=s0,George Hendrik Breitner,Gezicht op het Begijnhof aan het Spui in Amsterdam,Gezicht op het Begijnhof aan het Spui in Amsterdam;; George Hendrik Breitner (attributed to);; 1890 - 1900,2910,2098
en-RP-F-00-589,http://lh3.ggpht.com/j34ryKCzgD5TGAFM_xKo2DaCxvT4oLbS0TWKj_1X4DodNzIa9V07j8X-dEfXfC3-UFBB3Q5NH3W_cnKiQVFpGl01JXk=s0,George Hendrik Breitner,Gezicht op de Korte Prinsengracht in Amsterdam;; richting Prinsengracht met Westerkerk,Gezicht op de Korte Prinsengracht in Amsterdam;; richting Prinsengracht met Westerkerk;; George Hendrik Breitner (attributed to);; 1886 - 1910,2500,1870
en-RP-F-00-609,http://lh4.ggpht.com/mTfWjYi-5aRYctAoEYEBEtXkBCPU6xqYWXKOxBH2aJkeS1-meQDPtycfWAHGhlca_HxB73DgNYid1Ih-SOKi2t-85E0=s0,George Hendrik Breitner,Brug over de Keizersgracht;; hoek Reguliersgracht te Amsterdam,Brug over de Keizersgracht;; hoek Reguliersgracht te Amsterdam;; George Hendrik Breitner (attributed to);; c. 1895,2444,2084
en-RP-F-00-611,http://lh3.ggpht.com/t4sxfyQhHKOBgUZthfmt-fT7yUCgqHnyYwpcwwBGHFqRNveGholX-4z0ZEpuaYk_f3i-yYp80LV1wYRnQwa6mgGD7wW4=s0,George Hendrik Breitner,View of  Oudezijds Achterburgwal in Amsterdam,View of  Oudezijds Achterburgwal in Amsterdam;; George Hendrik Breitner (attributed to);; 1894 - 1898,3000,2501
en-RP-F-00-628,http://lh6.ggpht.com/jUJfWANOD8lsebocgnbLwL0pB8QCR173M0l99O1Byd0hYTwV_XZouzq9yNu02rBuFer6sreEG501GQmEuZ5HmTkLCQ=s0,George Hendrik Breitner,Gezicht in de Mouthaansteeg bij de Haarlemmerdijk in Amsterdam,Gezicht in de Mouthaansteeg bij de Haarlemmerdijk in Amsterdam;; George Hendrik Breitner (attributed to);; 1886 - 1910,1600,3000
en-RP-F-00-630,http://lh6.ggpht.com/pjW9IC7HH8LtD2SJ23pn2NFqLGWRBRzcrmAfuT74gy8DicS7sGyq2mHeFvk3wtG9SjjzO2HxytcuyaLwoHNZ4Ly5ag=s0,George Hendrik Breitner,Schafttijd in de bouwput aan de Van Diemenstraat in Amsterdam,Schafttijd in de bouwput aan de Van Diemenstraat in Amsterdam;; George Hendrik Breitner;; 1897,2844,2236
en-RP-F-00-635,http://lh3.ggpht.com/OWTm9jckiCi4kvlQ_v6aNWq5ffLodckfsEO-RGr-EboQN2N-rNPR0CgyjppHxWW7BJ2aOaTwC_Zi1ulff0VRtYmf8pUa=s0,George Hendrik Breitner,Beurspleintje te Amsterdam,Beurspleintje te Amsterdam;; George Hendrik Breitner (attributed to);; 1907,2570,1985
en-RP-F-00-616,http://lh4.ggpht.com/hWzOb9vQS3I4vu0D8Me2PAznGmO7riJnhlt3_vJVytBAnj1NHGs0wnDpSc6GpeZXZrsO4U73XdB-Yw1MZNGjNx-tKgs=s0,George Hendrik Breitner,Gezicht op de Palmgracht bij de Kromme Palmstraat in Amsterdam,Gezicht op de Palmgracht bij de Kromme Palmstraat in Amsterdam;; George Hendrik Breitner (attributed to);; 1895,3000,2400
en-RP-F-00-623,http://lh5.ggpht.com/nCqwD54NjXJ5UcMXDVCXhawKoPo965knVo2PirpTS58XojXsJAtjqLNQD9wyhaGZgJjVl-heJhgyIHD8P7FtTreZjb8T=s0,George Hendrik Breitner,Gezicht op de Geldersekade te Amsterdam,Gezicht op de Geldersekade te Amsterdam;; George Hendrik Breitner (attributed to);; 1886 - 1910,3000,2366
en-RP-T-1948-650,http://lh6.ggpht.com/RYEYKEGECZVJ6EpkLrlhIarMl3JtJVA9QhesI7feUEH8ZKIgZ6fCnTDHdEox0auj0Jp-wJAb_iyJdpg6OG4Tow0UvWot=s0,George Hendrik Breitner,Schets van een landweg met een boer en koeienkoppen,Schets van een landweg met een boer en koeienkoppen;; George Hendrik Breitner;; 1867 - 1923,2500,1525
en-RP-T-1948-651(R),http://lh4.ggpht.com/AK2YkBhsYU9dw77z9OTKBT2cyI3iNGRt88vvWT4U-lvJq6nsUbWq1ja7KrICiDeYtYfmB5CufmH_lsj2_tIwYk1sZg=s0,George Hendrik Breitner,Twee bezoekers van een caf,Twee bezoekers van een caf;; George Hendrik Breitner;; 1867 - 1923,1503,2500
en-RP-T-1948-655,http://lh3.ggpht.com/ey6gWUxHQPm6s8vCuoNlXNyKWvIE_cf3b0t1gVWXVUZxLXgrS3yFpRjZYswiHIedUM05frm5QpkSGF9hKZqiiBqBKw=s0,George Hendrik Breitner,Loods onder de dijk,Loods onder de dijk;; George Hendrik Breitner;; 1867 - 1923,2500,1422
en-RP-T-1948-663(R),http://lh5.ggpht.com/efvPCp32P342AT4JAjNGuUCAcBPC2WKZ-B8WpzBpLkqauAuBal0C2p2vOXGfLcCp9NHzukifkjdqkyf-gSckuRHrTQ=s0,George Hendrik Breitner,Brug over de Elandsgracht,Brug over de Elandsgracht;; George Hendrik Breitner;; 1867 - 1923,2500,1583
en-RP-T-1948-667,http://lh5.ggpht.com/pjMJzEP_4sRz8NvzmhzLUdDuS52wNISrMnWSqJl0v9kALCKNg1XnCUAg5FfpOg1qMn0BmJgGP4XV9gubfwUiadH2d13J=s0,George Hendrik Breitner,De Teertuinen,De Teertuinen;; George Hendrik Breitner;; c. 1905,2500,1738
en-RP-T-1949-130,http://lh3.ggpht.com/FMqnPJsiUB2OS-WPg6xBqp-CYb0zAaksvZLpWM6Iv4bWmUfudEWyrajI-zMz2SrHyCjwPauAnptkRkPiWTjKXXtiPA=s0,George Hendrik Breitner,Pleister-masker,Pleister-masker;; George Hendrik Breitner;; 1867 - 1923,1893,2500
en-RP-T-1949-135,http://lh3.googleusercontent.com/nGbIXjT-dRe9EfipGLAJufZch8geQ5U3Lxs1_4gsvkahy7mWvb-fCZxdKjhggoxSIU9FqwVK1K05H2-M11RaHq3f6g=s0,George Hendrik Breitner,Het Rokin;; gezien vanuit Arti,Het Rokin;; gezien vanuit Arti;; George Hendrik Breitner;; 1890 - 1896,3000,2245
en-RP-T-00-2148(V),http://lh6.ggpht.com/sY9CgCTNzctwx8oGhP4wMtfngXlZE18h0C5QRWG2x43ocQKWfxjWrzJ1UM1FsPUorA7lI_OBu-J0hweCCeLXiznguBI=s0,George Hendrik Breitner,Paard,Paard;; George Hendrik Breitner;; 1867 - 1923,2500,1718
en-RP-T-1948-656(R),http://lh3.googleusercontent.com/9Ecp44Smd_rC-DDi2JIuheA2MsrrL3cT6xbziOuVRaA4Pd8cM3svvKU_vqTJ21wAb2dKAom8qdZR2Cxy6_kVr6qb6Jfp=s0,George Hendrik Breitner,Staand vrouwelijk naakt,Staand vrouwelijk naakt;; George Hendrik Breitner;; 1867 - 1923,1686,2500
en-RP-T-1949-131(R),http://lh3.googleusercontent.com/dgGXyJ1n670avJ5jWrcUnfv4n6gCJzciR3uPv6royha8F9BDG98rVWqKrtCrl6TUM3o0uQhZWT268qL6QHXSE7zx0fs=s0,George Hendrik Breitner,Studies van een tuinman,Studies van een tuinman;; George Hendrik Breitner;; 1867 - 1923,1509,2500
en-RP-T-1949-136(R),http://lh3.googleusercontent.com/p-uvT4Ee54FZDVUcv1_tzjVfS3sKrzcMuFkc0dvILaEIx9qljW-6m0IMqyC7MBRcAjStSo0xKiriZoq0bvzHfw6UP-M=s0,George Hendrik Breitner,Zittend naakt;; op de rug gezien,Zittend naakt;; op de rug gezien;; George Hendrik Breitner;; 1867 - 1923,1937,2500
en-RP-T-1951-20,http://lh3.googleusercontent.com/JWM_hKC-UJ8Y9fWq_l4srZJAZistywT5rq-KQRu6awWJsKVsZKh5emxmZ6pdoNDrAqdn_eQSW5FAY2guNddcN0kBGw=s0,George Hendrik Breitner,Zittend vrouwlijk naakt;; van voren gezien,Zittend vrouwlijk naakt;; van voren gezien;; George Hendrik Breitner;; 1867 - 1923,1266,2500
en-RP-T-1924-58,http://lh3.googleusercontent.com/fL02zj0Hqzsn6Hs5C7dQ5Xf-c5oFPOa66qdtGPGiekPRYeELqeZSWu6Ylc27Aaewg2cUJJx5FSsJ8f2xFPIEsQJujOA=s0,George Hendrik Breitner,Schetsboek met 41 bladen,Schetsboek met 41 bladen;; George Hendrik Breitner;; c. 1886 - c. 1903,1646,2500
en-RP-T-1949-282(R),http://lh3.googleusercontent.com/hkGC5KVHvk3R04uuD8MOekenzLRrQIhG0cYOsla77x55EI0KbNUjLK6l2HOcugkrfntzhpuJ8GZQ3-zxH0cZ3x2t8g=s0,George Hendrik Breitner,Figuren op de Dam in Amsterdam,Figuren op de Dam in Amsterdam;; George Hendrik Breitner;; c. 1886 - 1923,2500,1527
en-RP-T-1949-337,http://lh3.googleusercontent.com/om9kRZCrXqMIpiYJKqergkpff-ZwWajVLK_Nc6rqzEOmENxQ2Te00KrxLRQqvGpKJdFbqtPDPX8XdgzYduNh8nNyIA=s0,George Hendrik Breitner,Stadsgezicht met twee aangespannen paarden,Stadsgezicht met twee aangespannen paarden;; George Hendrik Breitner;; 1888,2500,1585
en-RP-T-1949-445,http://lh3.googleusercontent.com/LzNj5wMsIGspDk920EoMCaRR2vF3aHz_r03fFNcwEwZOkSy5RzS5wMr5wa0_hHcv7DOmLo9LjI1nHJrCOxqHYKWV56Dn=s0,George Hendrik Breitner,Schafttijd in de bouwput aan de Van Diemenstraat in Amsterdam,Schafttijd in de bouwput aan de Van Diemenstraat in Amsterdam;; George Hendrik Breitner;; 1897,2500,2054
en-RP-T-1949-433,http://lh3.googleusercontent.com/8s9LEdmbmdA94kNsaEAGoFHrrkwOSt33UZn9AI0UAdRXXm7GJSSDpTKbQeNDGdszxm6YRcJbaK5fwMdh4JRTA8kHCr4=s0,George Hendrik Breitner,Winkelstraat in Amsterdam bij regen,Winkelstraat in Amsterdam bij regen;; George Hendrik Breitner;; 1886 - 1923,2500,1945
en-RP-T-1948-620(R),http://lh4.ggpht.com/sOGrzgoKO3puMbQVWUCWJcKObMnrxVYZckFKqSMNqo43Lt__oG_xr0QfJeeeXKfus_oivkRjnuD75zQ2mcobtM9v-kg=s0,George Hendrik Breitner,Portret van Marietje;; in bed,Portret van Marietje;; in bed;; George Hendrik Breitner;; 1867 - 1923,1646,2500
en-RP-T-1948-618(R),http://lh3.ggpht.com/GDVxE8oPkrLNsQqa-dDBR3OTfKN-CzF8OdJx0silwQqnlgpmTdFEiMXVaoOoyz9GBlCM1xt_nLQaNiYfjkOrfgAhgTs=s0,George Hendrik Breitner,Zittende jongen,Zittende jongen;; George Hendrik Breitner;; 1867 - 1923,2500,1559
en-RP-T-1948-617(V),http://lh3.ggpht.com/csalfmjyQRcq4zSaN8eiQ32zcGWTdxi0A7oLf3kUEBF5-kRHEt0Hwv2PQOl8plw04KjgCWMaQCVM2cdtFZwPVL7UEihi=s0,George Hendrik Breitner,Schetsen van huizen en een groep mensen,Schetsen van huizen en een groep mensen;; George Hendrik Breitner;; 1867 - 1923,2500,2091
